threshold,min_area,true_positive,false_positive,false_negative,precision,recall,f1
0.71,3,54468,1032,33516,0.9814054054054054,0.6190671031096563,0.7592205402692983
0.72,1,60047,3658,27937,0.9425790754257908,0.6824763593380615,0.7917119896630608
0.72,2,57795,1646,30189,0.9723086758298144,0.6568807965084561,0.7840596913684924
0.72,3,54387,1016,33597,0.9816616428713246,0.6181464811783961,0.7586043365158628
0.73,1,59977,3571,28007,0.943806256687858,0.681680760138207,0.7916083731489058
0.73,2,57699,1618,30285,0.9727228281942782,0.6557896890343698,0.7834162700864217
0.73,3,54258,998,33726,0.981938613001303,0.6166803055100928,0.7575816810946663
0.74,1,59930,3512,28054,0.944642350493364,0.681146572104019,0.7915417431616764
0.74,2,57635,1587,30349,0.973202526088278,0.6550622840516458,0.7830523212369062
0.74,3,54164,985,33820,0.9821392953634699,0.6156119294417167,0.7568345524791629
0.75,1,59855,3413,28129,0.9460548776632737,0.6802941443898891,0.7914606087853384
0.75,2,57556,1552,30428,0.9737429789537795,0.6541643935260957,0.7825850488129878
0.75,3,54038,957,33946,0.9825984180380034,0.6141798508819786,0.7558872281943502
0.76,1,59790,3344,28194,0.9470332942629962,0.6795553737043099,0.791302161225003
0.76,2,57502,1526,30482,0.9741478620315782,0.6535506455719222,0.7822762767665224
0.76,3,53942,938,34042,0.9829081632653062,0.6130887434078923,0.7551517527158697
0.77,1,59714,3257,28270,0.9482777786600181,0.678691580287325,0.7911496803683218
0.77,2,57414,1480,30570,0.9748701056134751,0.6525504637206765,0.7817916910633315
0.77,3,53806,913,34178,0.9833147535590928,0.6115430078196036,0.754097671387427
0.78,1,59669,3190,28315,0.9492514993875181,0.6781801236588471,0.7911404572966593
0.78,2,57351,1458,30633,0.9752078763454574,0.6518344244408074,0.7813860333939631
0.78,3,53689,903,34295,0.9834591148886284,0.610213220585561,0.753128156211424
0.79,1,59576,3098,28408,0.9505696141940837,0.6771231132933261,0.7908773513520689
0.79,2,57251,1414,30733,0.9758970425296173,0.650697854155301,0.7807895041902776
0.79,3,53504,881,34480,0.9838006803346511,0.6081105655573741,0.7516243002338993
0.8,1,59467,3009,28517,0.9518375056021512,0.6758842516821241,0.7904692277017148
0.8,2,57145,1373,30839,0.9765371338733381,0.6494930896526642,0.7801258685888247
0.8,3,53346,856,34638,0.9842072248256521,0.6063147845062739,0.7503692346644537
0.81,1,59405,2958,28579,0.9525680291198306,0.67517957810511,0.7902385814149933
0.81,2,57068,1349,30916,0.9769074070904018,0.6486179305328241,0.779612161119118
0.81,3,53226,845,34758,0.9843723992528343,0.6049509001636661,0.7493717222202668
0.82,1,59306,2880,28678,0.95368732512141,0.6740543735224587,0.7898515016314843
0.82,2,56958,1289,31026,0.9778701048981063,0.647367703218767,0.7790140257537732
0.82,3,53026,820,34958,0.9847713850611002,0.6026777595926532,0.747740252414863
0.83,1,59241,2838,28743,0.9542840574107186,0.6733156028368794,0.789548389676336
0.83,2,56869,1262,31115,0.9782904130326332,0.6463561556646663,0.7784142627382541
0.83,3,52903,797,35081,0.9851582867783986,0.6012797781414803,0.7467745122949662
0.84,1,59125,2751,28859,0.9555401124830306,0.671997181305692,0.7890697984785802
0.84,2,56746,1225,31238,0.9788687447171862,0.6449581742134933,0.7775821314788804
0.84,3,52701,769,35283,0.9856181036095006,0.5989839061647573,0.7451326933137274
0.85,1,59056,2680,28928,0.9565893481923027,0.6712129478086925,0.788885920384718
0.85,2,56652,1196,31332,0.9793251279214493,0.6438897981451173,0.7769488178177629
0.85,3,52563,750,35421,0.9859321366270891,0.5974154391707583,0.7440073037644112
0.86,1,58935,2567,29049,0.9582615199505707,0.6698376977632297,0.7885019332914118
0.86,2,56517,1151,31467,0.9800409239092738,0.6423554282596836,0.7760552549913493
0.86,3,52340,722,35644,0.9863932757905846,0.594880887434079,0.7421692213887667
0.87,1,58854,2507,29130,0.9591434298658758,0.6689170758319695,0.7881616391576551
0.87,2,56385,1116,31599,0.980591641884489,0.640855155482815,0.7751314568512219
0.87,3,52161,706,35823,0.9866457336334575,0.5928464266230223,0.7406550184237244
0.88,1,58710,2392,29274,0.9608523452587476,0.6672804146208402,0.7875991038729324
0.88,2,56213,1070,31771,0.9813208107117295,0.6389002545917439,0.7739266316506846
0.88,3,51920,681,36064,0.9870534780707592,0.5901072922349518,0.7386278763737242
0.89,1,58613,2303,29371,0.962193840698667,0.6661779414438989,0.7872800537273338
0.89,2,56073,1041,31911,0.9817732955142346,0.6373090561920349,0.7728983169995451
0.89,3,51712,660,36272,0.9873978461773467,0.5877432260410984,0.7368691042776938
0.9,1,58455,2192,29529,0.9638564149916731,0.6643821603927987,0.7865788429062579
0.9,2,55850,979,32134,0.9827728800436397,0.6347745044553555,0.7713395896777223
0.9,3,51393,622,36591,0.9880419109872153,0.5841175668303328,0.7341909585068466
0.91,1,58292,2081,29692,0.9655309492654001,0.6625295508274232,0.78583417027845
0.91,2,55633,931,32351,0.9835407679796336,0.6323081469358065,0.7697512245067384
0.91,3,51021,579,36963,0.9887790697674419,0.5798895253682488,0.7310436726272352
0.92,1,58163,1985,29821,0.9669980714238212,0.6610633751591198,0.7852860961844841
0.92,2,55478,880,32506,0.9843855353277263,0.6305464629932716,0.7687021102658963
0.92,3,50765,551,37219,0.9892626081534025,0.5769799054373522,0.7288585786073224
0.93,1,57933,1839,30051,0.9692330857257578,0.658449263502455,0.7841712011694957
0.93,2,55167,817,32817,0.9854065447270649,0.6270117294053464,0.7663786396977106
0.93,3,50274,502,37710,0.9901134394201985,0.5713993453355155,0.7246180455462669
0.94,1,57751,1732,30233,0.9708824369988064,0.6563807055828332,0.7832396400550632
0.94,2,54935,774,33049,0.9861063741944749,0.6243748863429714,0.7646162304357206
0.94,3,49890,465,38094,0.9907655644921061,0.5670349154391707,0.7212716587513283
0.95,1,57413,1555,30571,0.973629765296432,0.6525390980178214,0.7813843976264359
0.95,2,54500,684,33484,0.987605102928385,0.6194308056010184,0.7613433169423334
0.95,3,49168,409,38816,0.9917502067490974,0.5588288779778141,0.7148537739620968
