threshold,min_area,true_positive,false_positive,false_negative,precision,recall,f1
0.4,2,57990,3120,29994,0.9489445262641139,0.6590971085651937,0.7778985069821723
0.4,3,55154,1962,32830,0.9656488549618321,0.6268639752682306,0.7602205375603033
0.41,1,60332,6135,27652,0.9076985571787504,0.6857155846517549,0.781244537102382
0.41,2,57949,3092,30035,0.9493455218623548,0.6586311147481361,0.7777084381815131
0.41,3,55097,1943,32887,0.9659361851332399,0.6262161302054919,0.7598328552515445
0.42,1,60266,6024,27718,0.9091265650927741,0.6849654482633206,0.7812852457316204
0.42,2,57871,3047,30113,0.9499819429396894,0.6577445899254409,0.7773031927039261
0.42,3,55003,1917,32981,0.9663211524947295,0.6251477541371159,0.7591646883453873
0.43,1,60225,5960,27759,0.9099493843015789,0.6844994544462629,0.7812854724360929
0.43,2,57826,3012,30158,0.9504914691475722,0.6572331332969631,0.7771162865705339
0.43,3,54951,1890,33033,0.9667493534596506,0.6245567375886525,0.7588606939409633
0.44,1,60167,5841,27817,0.9115107259726094,0.6838402436806692,0.7814302041664501
0.44,2,57759,2971,30225,0.9510785443767495,0.6564716312056738,0.7767795903546405
0.44,3,54861,1865,33123,0.9671226598032648,0.6235338243316967,0.7582198880519659
0.45,1,60129,5768,27855,0.9124694599147154,0.6834083469721768,0.781499990252208
0.45,2,57712,2953,30272,0.9513228385395203,0.6559374431714857,0.7764868919400736
0.45,3,54800,1851,33184,0.9673262607897477,0.6228405164575377,0.7577695578525253
0.46,1,60072,5676,27912,0.913670377806169,0.682760501909438,0.7815158847865116
0.46,2,57636,2907,30348,0.9519845399137803,0.6550736497545008,0.7761013149124402
0.46,3,54716,1827,33268,0.9676883080133704,0.6218857974177123,0.757173400125928
0.47,1,60045,5611,27939,0.9145394175703667,0.6824536279323513,0.7816323873991148
0.47,2,57591,2873,30393,0.9524841227838052,0.6545621931260229,0.7759080620823454
0.47,3,54667,1806,33317,0.9680201158075541,0.6213288779778141,0.7568619035422305
0.48,1,59989,5517,27995,0.9157787072939884,0.6818171485724677,0.7816665580819597
0.48,2,57511,2831,30473,0.9530840873686652,0.6536529368976177,0.7754675512047786
0.48,3,54582,1784,33402,0.9683497143668168,0.6203627932351337,0.7562452372705231
0.49,1,59947,5468,28037,0.9164106091874952,0.681339789052555,0.7815826700304433
0.49,2,57474,2801,30510,0.9535296557445043,0.6532324058919804,0.7753188676572755
0.49,3,54534,1776,33450,0.9684603090037294,0.6198172394980905,0.7558734250904403
0.5,1,59888,5380,28096,0.9175706318563461,0.6806692125841062,0.7815623939654948
0.5,2,57397,2750,30587,0.9542786838911334,0.6523572467721404,0.7749492003699426
0.5,3,54452,1758,33532,0.9687244262586728,0.6188852518639752,0.7552602743526082
0.51,1,59839,5288,28145,0.9188047967816727,0.6801122931442081,0.7816420766633358
0.51,2,57340,2692,30644,0.9551572494669509,0.6517094017094017,0.774781104745433
0.51,3,54381,1712,33603,0.9694792576613838,0.6180782869612657,0.7548880112717504
0.52,1,59800,5236,28184,0.9194907435881665,0.6796690307328606,0.7815971768396288
0.52,2,57294,2669,30690,0.9554892183513166,0.6511865793780688,0.7745206053519166
0.52,3,54310,1699,33674,0.969665589458837,0.6172713220585561,0.7543422249692693
0.53,1,59745,5150,28239,0.9206410355189152,0.679043917075832,0.781598519090261
0.53,2,57228,2618,30756,0.9562543862580624,0.6504364429896344,0.7742406818643036
0.53,3,54207,1671,33777,0.9700955653387737,0.6161006546644845,0.7535971973140927
